Actual,Predicted
0,0.6050481249890838
1,0.5458028328878257
1,0.5178120494252887
0,0.4500917942455085
0,0.6647421710332989
1,0.6647421710332989
1,0.5270499649528331
1,0.4007746526677315
1,0.6477305845404849
1,0.5234060210117506
1,0.5901154646610691
1,0.6037341151788305
0,0.48190522814238007
1,0.4542119314463899
0,0.5901154646610691
1,0.7143088518690417
0,0.6303153239311359
1,0.630738892850433
1,0.6051767508398078
0,0.5450565228171309
0,0.5361570202857462
0,0.39453170267418625
0,0.5693625528404782
0,0.3352711019606655
0,0.5901154646610691
0,0.7033700024700748
1,0.5806877463709486
1,0.5246137247635773
1,0.5181096415798557
1,0.6356678604166174
1,0.680682504938347
1,0.5806877463709486
0,0.3520110840455235
0,0.4182825428152991
1,0.6417607013767519
1,0.6356678604166174
0,0.7186199528417275
1,0.5060761135984407
1,0.6647421710332989
0,0.5584601088950469
0,0.34001720975310734
0,0.5921556378671154
0,0.48190522814238007
1,0.7037492091792543
0,0.42516505103764257
0,0.5453520638955047
1,0.6356678604166174
0,0.6356678604166174
1,0.5273470598831217
1,0.680682504938347
0,0.7186199528417275
1,0.4814512925686573
0,0.4620393886109483
1,0.5366091594153186
0,0.4634056500353657
1,0.6226409653337533
1,0.6356678604166174
1,0.5231086890654297
1,0.6599961550279488
0,0.39889042108540274
0,0.6534418032967239
0,0.6477305845404849
1,0.6054825239894424
0,0.5299034796634218
1,0.4627910666801477
0,0.6368670741115452
1,0.73782369046019
0,0.6352466757646087
1,0.5681749562515067
1,0.6647421710332989
1,0.539789193241103
1,0.5629606714738854
0,0.6051767508398078
1,0.630738892850433
1,0.680682504938347
1,0.7143088518690417
1,0.49926236716644234
1,0.6647421710332989
0,0.5496279230096603
1,0.6054825239894424
0,0.6054825239894424
1,0.6054825239894424
1,0.5366091594153186
1,0.6118997033700917
1,0.5928823946461376
1,0.5478945891156305
1,0.5928823946461376
1,0.5877499842706683
0,0.39453170267418625
0,0.5636864734346921
1,0.5629606714738854
0,0.630738892850433
1,0.5928823946461376
1,0.5748495046009309
0,0.5629606714738854
1,0.6051767508398078
1,0.39453170267418625
1,0.7186199528417275
0,0.49926236716644234
1,0.5217570797169452
0,0.5
1,0.6599961550279488
1,0.6834699491648841
1,0.647438489409083
0,0.46882075492483544
0,0.5496279230096603
0,0.5366091594153186
1,0.6586408385711111
0,0.6993056047391384
1,0.5270499649528331
0,0.47478471254637933
0,0.6586408385711111
0,0.4007746526677315
0,0.6014768207251912
1,0.6132891067357302
1,0.5320181295106785
1,0.6368670741115452
1,0.5426325459332992
0,0.46882075492483544
0,0.5681749562515067
1,0.6593203620786581
1,0.5941325198358687
0,0.5745581795777753
0,0.581130389947076
1,0.6051767508398078
0,0.4182825428152991
1,0.5361570202857462
1,0.5629606714738854
0,0.5113800208976055
1,0.5181096415798557
0,0.6993056047391384
0,0.5181096415798557
1,0.6993056047391384
0,0.5270499649528331
1,0.6308192223554041
1,0.6356678604166174
1,0.6477305845404849
0,0.5696547708520077
1,0.630738892850433
0,0.4384176598102912
0,0.581130389947076
0,0.5181096415798557
1,0.7037492091792543
1,0.6477305845404849
1,0.5181096415798557
1,0.4567688401275727
0,0.6226409653337533
0,0.6054825239894424
0,0.5870204473939862
0,0.5877499842706683
1,0.6477305845404849
0,0.6271309164666888
1,0.7037492091792543
1,0.6054825239894424
1,0.34001720975310734
1,0.581130389947076
0,0.7037492091792543
1,0.5877499842706683
0,0.5181096415798557
1,0.630738892850433
1,0.6582319328732935
0,0.48190522814238007
0,0.5246137247635773
1,0.48190522814238007
0,0.35644975469983786
1,0.630738892850433
1,0.49926236716644234
0,0.42516505103764257
1,0.6132891067357302
1,0.6640710099144299
1,0.6226409653337533
1,0.5139556991903906
0,0.539789193241103
0,0.5
1,0.6226409653337533
1,0.5748495046009309
1,0.5366091594153186
1,0.581130389947076
1,0.7017802202425797
1,0.5366091594153186
1,0.4567688401275727
1,0.6054825239894424
0,0.581130389947076
