Actual,Predicted
0.0,0.5072955966008518
0.0,0.5
1.0,0.6136395932203481
0.0,0.5
0.0,0.6423844848384341
0.0,0.5
1.0,0.6786968956081919
1.0,0.7345366983289126
0.0,0.5
0.0,0.5
0.0,0.6403677585375503
0.0,0.7288071356864364
1.0,0.756223820251038
0.0,0.5356690592969416
0.0,0.5
0.0,0.5
0.0,0.5
0.0,0.5
1.0,0.7615896988100973
0.0,0.5
1.0,0.809666064999172
0.0,0.5
1.0,0.4714502053290019
0.0,0.5
0.0,0.5
0.0,0.5
0.0,0.5
0.0,0.5
1.0,0.7496398278128787
0.0,0.5
0.0,0.5
0.0,0.5
0.0,0.5
1.0,0.7154290990717589
0.0,0.5
0.0,0.5792555573406221
1.0,0.6863659957690085
0.0,0.5
1.0,0.7615896988100973
0.0,0.5
0.0,0.5
0.0,0.5
0.0,0.5
0.0,0.5
0.0,0.5868963075480643
0.0,0.5
0.0,0.5
0.0,0.5
0.0,0.5863514346184802
0.0,0.5
0.0,0.5072955966008518
0.0,0.5
0.0,0.6403677585375503
0.0,0.4714502053290019
0.0,0.5
0.0,0.5
0.0,0.5
0.0,0.5
0.0,0.6863659957690085
0.0,0.6136395932203481
0.0,0.5792555573406221
0.0,0.5
0.0,0.5511688881600507
0.0,0.5
0.0,0.5
0.0,0.5
0.0,0.5
1.0,0.809666064999172
0.0,0.5
0.0,0.4714502053290019
0.0,0.5
0.0,0.542919980135477
0.0,0.7288071356864364
0.0,0.5
1.0,0.809666064999172
0.0,0.5
0.0,0.5
1.0,0.6321766538315152
0.0,0.5
0.0,0.6470609543265277
1.0,0.7288071356864364
0.0,0.5
0.0,0.5
0.0,0.6285360929688099
0.0,0.5
1.0,0.7652769285299021
0.0,0.5
0.0,0.5
1.0,0.6403677585375503
0.0,0.5072955966008518
1.0,0.7288071356864364
0.0,0.5868963075480643
0.0,0.5
0.0,0.5356690592969416
0.0,0.5868963075480643
0.0,0.6014758332602983
0.0,0.5
0.0,0.6136395932203481
0.0,0.5
0.0,0.5
0.0,0.7094502608005714
1.0,0.6321766538315152
0.0,0.5
0.0,0.5
0.0,0.5
0.0,0.6136395932203481
0.0,0.5
1.0,0.5
0.0,0.5
0.0,0.5
1.0,0.8150609231140389
1.0,0.6403677585375503
0.0,0.5
0.0,0.5
0.0,0.5792555573406221
1.0,0.6983493139288985
0.0,0.7972044551793296
0.0,0.5
1.0,0.5
1.0,0.5
0.0,0.5792555573406221
0.0,0.6612480174423413
0.0,0.5072955966008518
0.0,0.5
0.0,0.5
1.0,0.7288071356864364
1.0,0.7288071356864364
