Actual,Predicted
0,0.6529071956768676
0,0.8495895814044223
0,0.7756964526677185
1,0.5940412800249366
0,0.5
1,0.556962439177896
0,0.8116442429747132
1,0.790959495057114
0,0.8647549052480183
1,0.724318114570386
0,0.556962439177896
0,0.7377701250564115
1,0.8105418359594782
0,0.812054844612346
1,0.7402710547288082
1,0.5
0,0.790959495057114
1,0.7814013373035157
1,0.6798455079434259
1,0.6527661407800432
0,0.6825255537870023
1,0.8262904898435498
0,0.5
0,0.5
0,0.8105418359594782
1,0.8495895814044223
0,0.6478359955225178
0,0.5940412800249366
0,0.6755432418445775
0,0.7981776310644324
0,0.8105418359594782
0,0.8105418359594782
0,0.8262904898435498
1,0.8173726132584707
1,0.8634346570311849
1,0.5
0,0.6478359955225178
0,0.7438720221466586
1,0.7026739598873687
1,0.8105418359594782
1,0.8742308598893085
1,0.8634346570311849
0,0.8105418359594782
0,0.7333952918141529
1,0.7814013373035157
0,0.7756964526677185
1,0.7459573703007688
1,0.8716922160550429
1,0.8262904898435498
0,0.5
1,0.7333952918141529
0,0.7756964526677185
0,0.7333952918141529
0,0.8495895814044223
1,0.8105418359594782
1,0.6763700970577197
1,0.8105418359594782
0,0.8105418359594782
1,0.556962439177896
1,0.8262904898435498
1,0.7333952918141529
0,0.6527661407800432
0,0.7508381887814882
0,0.7649683061080004
0,0.6741269288848366
1,0.741914057920022
1,0.5
0,0.5
0,0.58817898841966
0,0.7756964526677185
0,0.5940412800249366
1,0.7333952918141529
1,0.8495895814044223
1,0.8105418359594782
0,0.8495895814044223
1,0.8394772137008836
0,0.5
0,0.8007804463099799
1,0.8545215572083213
0,0.8495895814044223
1,0.9104868414707271
1,0.9104868414707271
0,0.5
1,0.7333952918141529
0,0.821319671203395
0,0.7756964526677185
0,0.7814013373035157
1,0.729925748279838
0,0.7738615333938276
1,0.7756964526677185
1,0.7756964526677185
1,0.8105418359594782
1,0.8495895814044223
1,0.8468431880035155
0,0.8341420164129945
1,0.5
1,0.556962439177896
1,0.8105418359594782
1,0.6763700970577197
1,0.8262904898435498
1,0.7981776310644324
1,0.6416416364382508
0,0.6563279710905964
1,0.8105418359594782
0,0.8105418359594782
1,0.7333952918141529
0,0.5
1,0.795726755234675
1,0.724318114570386
1,0.8227814835907928
1,0.8105418359594782
1,0.792967340783319
1,0.8105418359594782
1,0.7756964526677185
0,0.729925748279838
1,0.8295517822106744
1,0.8105418359594782
1,0.876873593417694
0,0.5
0,0.5
0,0.7869208328935797
1,0.8605493481225603
1,0.7222134090564022
0,0.724318114570386
0,0.7993279850662416
1,0.7647436015472959
1,0.556962439177896
1,0.7871240137215397
0,0.5
1,0.5940412800249366
0,0.8262904898435498
0,0.7167386980640835
1,0.8634346570311849
0,0.8179533683766802
1,0.8105418359594782
0,0.724318114570386
1,0.6478359955225178
0,0.5
1,0.8742308598893085
0,0.5
1,0.5
1,0.60734623985287
1,0.7028039713964179
1,0.7911598468608065
1,0.7333952918141529
1,0.7756964526677185
1,0.7097342310081967
1,0.7523544675888242
1,0.7814013373035157
1,0.8105418359594782
1,0.7756964526677185
1,0.8044073047608421
0,0.5
0,0.5
1,0.8495895814044223
1,0.556962439177896
1,0.8316271733380654
1,0.8105418359594782
0,0.5
0,0.8105418359594782
1,0.8372373842855119
0,0.5
0,0.8105418359594782
1,0.8105418359594782
0,0.556962439177896
0,0.8105418359594782
0,0.6604388253299257
1,0.876873593417694
1,0.761756929756502
1,0.5
0,0.8105418359594782
1,0.5
1,0.7756964526677185
1,0.6422827451360844
1,0.7222134090564022
0,0.7333952918141529
1,0.5940412800249366
0,0.6478359955225178
1,0.8227814835907928
0,0.790959495057114
1,0.6478359955225178
0,0.5940412800249366
1,0.7708107114918398
1,0.8341420164129945
1,0.8495895814044223
1,0.8105418359594782
1,0.761756929756502
0,0.6991891622739771
1,0.8099607294520045
1,0.8341420164129945
1,0.8341420164129945
1,0.6478359955225178
1,0.7710225474889064
0,0.5
1,0.8007804463099799
0,0.5
0,0.8262904898435498
1,0.753608226354336
1,0.7587978396530424
1,0.8995145550207146
1,0.556962439177896
0,0.7832630225157294
1,0.5
0,0.795726755234675
1,0.8105418359594782
0,0.5
1,0.6422827451360844
0,0.7333952918141529
0,0.8105418359594782
0,0.5
0,0.780709173066972
0,0.5368145334509884
0,0.6527661407800432
1,0.5940412800249366
0,0.8513568201157201
0,0.7026739598873687
0,0.5
1,0.5
1,0.7756964526677185
1,0.5
1,0.8105418359594782
0,0.5
1,0.7756964526677185
1,0.744417673980894
0,0.646697382396595
1,0.4128469618154956
0,0.7646344701672979
1,0.9104868414707271
1,0.5
1,0.5293088318786667
0,0.8495895814044223
1,0.790959495057114
0,0.7269295980728997
0,0.5
1,0.7756964526677185
1,0.9002995639281955
0,0.5
1,0.6422827451360844
0,0.6478359955225178
1,0.8262904898435498
0,0.556962439177896
0,0.5
1,0.7515132332204154
1,0.7026739598873687
1,0.7756964526677185
0,0.5061781571515571
0,0.556962439177896
0,0.8105418359594782
1,0.8105418359594782
1,0.724318114570386
1,0.6422827451360844
1,0.8105418359594782
1,0.724318114570386
0,0.5293088318786667
1,0.5
0,0.5940412800249366
1,0.7560149267648734
1,0.8262904898435498
1,0.7647436015472959
0,0.7026739598873687
1,0.7869208328935797
0,0.812054844612346
0,0.5
0,0.5
1,0.790959495057114
0,0.7167386980640835
0,0.7981776310644324
0,0.735462494363977
0,0.5
1,0.5
